entrez_gene_symbol	gene_long_name	category_sources	category
AGA	ASPARTYLGLUCOSAMINIDASE	Pharos,HumanProteinAtlas	ENZYME
AGA	ASPARTYLGLUCOSAMINIDASE	HingoraniCasas	DRUGGABLE GENOME
IGHV6-1	IMMUNOGLOBULIN HEAVY VARIABLE 6-1	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CEMIP2	CELL MIGRATION INDUCING HYALURONIDASE 2	Pharos	TRANSCRIPTION FACTOR
FOXI1	FORKHEAD BOX I1	Pharos	TRANSCRIPTION FACTOR
PRKAB1	PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1	Pharos,GuideToPharmacology	ENZYME
PRKAB1	PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1	Pharos	KINASE
PRKAB1	PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1	HingoraniCasas	DRUGGABLE GENOME
AQP4	AQUAPORIN 4	GuideToPharmacology	ION CHANNEL
AQP4	AQUAPORIN 4	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
AQP4	AQUAPORIN 4	HingoraniCasas	DRUGGABLE GENOME
SNCA	SYNUCLEIN ALPHA	HingoraniCasas	DRUGGABLE GENOME
SNCA	SYNUCLEIN ALPHA	HumanProteinAtlas	TRANSPORTER
HGD	HOMOGENTISATE 1,2-DIOXYGENASE	HumanProteinAtlas,Pharos	ENZYME
LPIN2	LIPIN 2	Pharos,GuideToPharmacology,HumanProteinAtlas	ENZYME
ACKR3	ATYPICAL CHEMOKINE RECEPTOR 3	dGene,GuideToPharmacology,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
ACKR3	ATYPICAL CHEMOKINE RECEPTOR 3	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
ACKR3	ATYPICAL CHEMOKINE RECEPTOR 3	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ACKR3	ATYPICAL CHEMOKINE RECEPTOR 3	GO	CELL SURFACE
ACKR3	ATYPICAL CHEMOKINE RECEPTOR 3	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CCT6B	CHAPERONIN CONTAINING TCP1 SUBUNIT 6B	FoundationOneGenes	CLINICALLY ACTIONABLE
WDR5	WD REPEAT DOMAIN 5	HingoraniCasas	DRUGGABLE GENOME
WDR5	WD REPEAT DOMAIN 5	GO	TUMOR SUPPRESSOR
PARD3	PAR-3 FAMILY CELL POLARITY REGULATOR	Pharos	KINASE
SPIN2B	SPINDLIN FAMILY MEMBER 2B	GO	TUMOR SUPPRESSOR
TRBV24-1	T CELL RECEPTOR BETA VARIABLE 24-1	Pharos	KINASE
TRBV24-1	T CELL RECEPTOR BETA VARIABLE 24-1	Pharos	TRANSCRIPTION FACTOR
SLC27A4	SOLUTE CARRIER FAMILY 27 MEMBER 4	Pharos,HumanProteinAtlas,GuideToPharmacology	TRANSPORTER
SLC27A4	SOLUTE CARRIER FAMILY 27 MEMBER 4	HingoraniCasas	DRUGGABLE GENOME
SLC27A4	SOLUTE CARRIER FAMILY 27 MEMBER 4	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
DAPK3	DEATH ASSOCIATED PROTEIN KINASE 3	GuideToPharmacology	ENZYME
DAPK3	DEATH ASSOCIATED PROTEIN KINASE 3	Pharos,dGene,HopkinsGroom	KINASE
DAPK3	DEATH ASSOCIATED PROTEIN KINASE 3	dGene,GO	SERINE THREONINE KINASE
DAPK3	DEATH ASSOCIATED PROTEIN KINASE 3	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
LSS	LANOSTEROL SYNTHASE	GuideToPharmacology,HumanProteinAtlas	ENZYME
LSS	LANOSTEROL SYNTHASE	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
PRODH2	PROLINE DEHYDROGENASE 2	Pharos	ENZYME
NLGN1	NEUROLIGIN 1	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
NLGN1	NEUROLIGIN 1	GO	CELL SURFACE
NLGN1	NEUROLIGIN 1	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
SLX1A	SLX1 HOMOLOG A, STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT	GO	DNA REPAIR
OR10G4	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 4	GO,Pharos,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR10G4	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 4	HopkinsGroom	DRUGGABLE GENOME
PSMD10	PROTEASOME 26S SUBUNIT, NON-ATPASE 10	GO	TRANSCRIPTION FACTOR BINDING
OR13H1	OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY H MEMBER 1	RussLampel,HopkinsGroom	DRUGGABLE GENOME
OR13H1	OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY H MEMBER 1	dGene,GO,HopkinsGroom,Pharos	G PROTEIN COUPLED RECEPTOR
GABPB2	GA BINDING PROTEIN TRANSCRIPTION FACTOR BETA SUBUNIT 2	Pharos	TRANSCRIPTION FACTOR
OR2T34	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 34	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR2T34	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 34	Pharos,HopkinsGroom,GO,dGene	G PROTEIN COUPLED RECEPTOR
TRAF2	TNF RECEPTOR ASSOCIATED FACTOR 2	FoundationOneGenes	CLINICALLY ACTIONABLE
FMO6P	FLAVIN CONTAINING MONOOXYGENASE 6 PSEUDOGENE	HingoraniCasas	DRUGGABLE GENOME
CNGA3	CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3	BaderLabGenes,GuideToPharmacology,HumanProteinAtlas,HopkinsGroom,Pharos	ION CHANNEL
CNGA3	CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3	HumanProteinAtlas	TRANSPORTER
CNGA3	CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
GGT4P	GAMMA-GLUTAMYLTRANSFERASE 4 PSEUDOGENE	dGene	PROTEASE
TUBB4A	TUBULIN BETA 4A CLASS IVA	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
C1QTNF12	C1Q AND TNF RELATED 12	GO	HORMONE ACTIVITY
PSEN1	PRESENILIN 1	HumanProteinAtlas,Pharos,GuideToPharmacology	ENZYME
PSEN1	PRESENILIN 1	HumanProteinAtlas	TRANSPORTER
PSEN1	PRESENILIN 1	dGene	PROTEASE
PSEN1	PRESENILIN 1	HingoraniCasas	DRUGGABLE GENOME
PSEN1	PRESENILIN 1	GO	CELL SURFACE
HES4	HES FAMILY BHLH TRANSCRIPTION FACTOR 4	Pharos	TRANSCRIPTION FACTOR
POLE	DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT	FoundationOneGenes,CarisMolecularIntelligence,MskImpact,Tempus,Oncomine	CLINICALLY ACTIONABLE
POLE	DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT	Pharos	ENZYME
POLE	DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT	HopkinsGroom	DNA DIRECTED RNA POLYMERASE
POLE	DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT	HingoraniCasas,RussLampel	DRUGGABLE GENOME
TAS2R1	TASTE 2 RECEPTOR MEMBER 1	IDG,GuideToPharmacology,dGene,GO	G PROTEIN COUPLED RECEPTOR
SLC4A11	SOLUTE CARRIER FAMILY 4 MEMBER 11	HumanProteinAtlas,GuideToPharmacology,Pharos	TRANSPORTER
SLC4A11	SOLUTE CARRIER FAMILY 4 MEMBER 11	RussLampel	DRUGGABLE GENOME
SMPDL3B	SPHINGOMYELIN PHOSPHODIESTERASE ACID LIKE 3B	GuideToPharmacology	ENZYME
SMPDL3B	SPHINGOMYELIN PHOSPHODIESTERASE ACID LIKE 3B	HingoraniCasas	DRUGGABLE GENOME
CD22	CD22 MOLECULE	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CD22	CD22 MOLECULE	GO	CELL SURFACE
CD22	CD22 MOLECULE	Pharos	KINASE
CD22	CD22 MOLECULE	HingoraniCasas	DRUGGABLE GENOME
CD22	CD22 MOLECULE	FoundationOneGenes,Tempus	CLINICALLY ACTIONABLE
TAF13	TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 13	Pharos	TRANSCRIPTION FACTOR
VN1R4	VOMERONASAL 1 RECEPTOR 4	dGene	G PROTEIN COUPLED RECEPTOR
OR1C1	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY C MEMBER 1	dGene,GO,HopkinsGroom,Pharos	G PROTEIN COUPLED RECEPTOR
OR1C1	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY C MEMBER 1	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
LPCAT3	LYSOPHOSPHATIDYLCHOLINE ACYLTRANSFERASE 3	Pharos	ENZYME
LPCAT3	LYSOPHOSPHATIDYLCHOLINE ACYLTRANSFERASE 3	RussLampel	DRUGGABLE GENOME
RXFP2	RELAXIN/INSULIN LIKE FAMILY PEPTIDE RECEPTOR 2	HopkinsGroom,HumanProteinAtlas,GuideToPharmacology,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
RXFP2	RELAXIN/INSULIN LIKE FAMILY PEPTIDE RECEPTOR 2	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
SNAP29	SYNAPTOSOME ASSOCIATED PROTEIN 29	HingoraniCasas	DRUGGABLE GENOME
DGKE	DIACYLGLYCEROL KINASE EPSILON	Pharos,GO	KINASE
DGKE	DIACYLGLYCEROL KINASE EPSILON	HumanProteinAtlas	ENZYME
CELF1	CUGBP ELAV-LIKE FAMILY MEMBER 1	Pharos	KINASE
NDOR1	NADPH DEPENDENT DIFLAVIN OXIDOREDUCTASE 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PGLYRP2	PEPTIDOGLYCAN RECOGNITION PROTEIN 2	HingoraniCasas	DRUGGABLE GENOME
LCN8	LIPOCALIN 8	HingoraniCasas	DRUGGABLE GENOME
ELL	ELONGATION FACTOR FOR RNA POLYMERASE II	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
SP2	SP2 TRANSCRIPTION FACTOR	Pharos	TRANSCRIPTION FACTOR
CD200R1	CD200 RECEPTOR 1	HingoraniCasas	DRUGGABLE GENOME
CD200R1	CD200 RECEPTOR 1	GO	CELL SURFACE
CD200R1	CD200 RECEPTOR 1	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CACNA2D2	CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT ALPHA2DELTA 2	Pharos,IDG	ION CHANNEL
CACNA2D2	CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT ALPHA2DELTA 2	HingoraniCasas,RussLampel	DRUGGABLE GENOME
ZBTB20	ZINC FINGER AND BTB DOMAIN CONTAINING 20	Pharos	TRANSCRIPTION FACTOR
PLAU	PLASMINOGEN ACTIVATOR, UROKINASE	HopkinsGroom,dGene	PROTEASE
PLAU	PLASMINOGEN ACTIVATOR, UROKINASE	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PLAU	PLASMINOGEN ACTIVATOR, UROKINASE	Pharos,GuideToPharmacology	ENZYME
PLAU	PLASMINOGEN ACTIVATOR, UROKINASE	GO	CELL SURFACE
DLX5	DISTAL-LESS HOMEOBOX 5	Pharos	TRANSCRIPTION FACTOR
OR2AG2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AG MEMBER 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR2AG2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AG MEMBER 2	HopkinsGroom,dGene,Pharos,GO	G PROTEIN COUPLED RECEPTOR
GART	PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE, PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE, PHOSPHORIBOSYLAMINOIMIDAZOLE SYNTHETASE	GuideToPharmacology,Pharos	ENZYME
GART	PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE, PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE, PHOSPHORIBOSYLAMINOIMIDAZOLE SYNTHETASE	HingoraniCasas	DRUGGABLE GENOME
CREM	CAMP RESPONSIVE ELEMENT MODULATOR	GO	TRANSCRIPTION FACTOR COMPLEX
CREM	CAMP RESPONSIVE ELEMENT MODULATOR	Pharos	TRANSCRIPTION FACTOR
APOBEC3D	APOLIPOPROTEIN B MRNA EDITING ENZYME CATALYTIC SUBUNIT 3D	Pharos	ENZYME
TSPAN5	TETRASPANIN 5	GO	CELL SURFACE
PLCE1	PHOSPHOLIPASE C EPSILON 1	HopkinsGroom	PHOSPHOLIPASE
PLCE1	PHOSPHOLIPASE C EPSILON 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PLCE1	PHOSPHOLIPASE C EPSILON 1	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
TRAV40	T CELL RECEPTOR ALPHA VARIABLE 40	Pharos	KINASE
TRAV40	T CELL RECEPTOR ALPHA VARIABLE 40	Pharos	TRANSCRIPTION FACTOR
TRBV12-5	T CELL RECEPTOR BETA VARIABLE 12-5	Pharos	KINASE
TRBV12-5	T CELL RECEPTOR BETA VARIABLE 12-5	Pharos	TRANSCRIPTION FACTOR
SLC10A3	SOLUTE CARRIER FAMILY 10 MEMBER 3	HopkinsGroom,RussLampel	DRUGGABLE GENOME
SLC10A3	SOLUTE CARRIER FAMILY 10 MEMBER 3	HopkinsGroom,GuideToPharmacology	TRANSPORTER
ZNF595	ZINC FINGER PROTEIN 595	Pharos	TRANSCRIPTION FACTOR
OR1D2	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY D MEMBER 2	HopkinsGroom,Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
OR1D2	OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY D MEMBER 2	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
OVOL2	OVO LIKE ZINC FINGER 2	Pharos	TRANSCRIPTION FACTOR
SUCLG1	SUCCINATE-COA LIGASE ALPHA SUBUNIT	Pharos,HumanProteinAtlas	ENZYME
COQ8B	COENZYME Q8B	GO,IDG,Pharos	KINASE
COQ8B	COENZYME Q8B	HingoraniCasas	DRUGGABLE GENOME
COQ8B	COENZYME Q8B	GuideToPharmacology,HumanProteinAtlas	ENZYME
COQ8B	COENZYME Q8B	Pharos	TRANSPORTER
QARS1	GLUTAMINYL-TRNA SYNTHETASE 1	HopkinsGroom	DRUGGABLE GENOME
QARS1	GLUTAMINYL-TRNA SYNTHETASE 1	HumanProteinAtlas	ENZYME
TICRR	TOPBP1 INTERACTING CHECKPOINT AND REPLICATION REGULATOR	GO	DNA REPAIR
CCDC88A	COILED-COIL DOMAIN CONTAINING 88A	Pharos	KINASE
FLNC	FILAMIN C	HumanProteinAtlas	TRANSPORTER
CTSL	CATHEPSIN L	HopkinsGroom,dGene	PROTEASE
CTSL	CATHEPSIN L	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CTSL	CATHEPSIN L	GuideToPharmacology	ENZYME
GPR68	G PROTEIN-COUPLED RECEPTOR 68	HumanProteinAtlas,HopkinsGroom,GuideToPharmacology,IDG,GO,dGene	G PROTEIN COUPLED RECEPTOR
GPR68	G PROTEIN-COUPLED RECEPTOR 68	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
GNA11	G PROTEIN SUBUNIT ALPHA 11	Oncomine,CarisMolecularIntelligence,Tempus,MskImpact,FoundationOneGenes	CLINICALLY ACTIONABLE
APOBEC3H	APOLIPOPROTEIN B MRNA EDITING ENZYME CATALYTIC SUBUNIT 3H	Pharos	ENZYME
MIP	MAJOR INTRINSIC PROTEIN OF LENS FIBER	dGene	PROTEASE
MIP	MAJOR INTRINSIC PROTEIN OF LENS FIBER	HingoraniCasas	DRUGGABLE GENOME
MIP	MAJOR INTRINSIC PROTEIN OF LENS FIBER	GuideToPharmacology	ION CHANNEL
PTH1R	PARATHYROID HORMONE 1 RECEPTOR	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PTH1R	PARATHYROID HORMONE 1 RECEPTOR	GuideToPharmacology,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
CHD9	CHROMODOMAIN HELICASE DNA BINDING PROTEIN 9	Pharos	NUCLEAR HORMONE RECEPTOR
NTN3	NETRIN 3	HingoraniCasas	DRUGGABLE GENOME
OPN1MW2	OPSIN 1, MEDIUM WAVE SENSITIVE 2	dGene	G PROTEIN COUPLED RECEPTOR
OPN1MW2	OPSIN 1, MEDIUM WAVE SENSITIVE 2	HingoraniCasas	DRUGGABLE GENOME
TBX2	T-BOX 2	Pharos	TRANSCRIPTION FACTOR
TBX2	T-BOX 2	GO	TRANSCRIPTION FACTOR COMPLEX
SIK1B	SALT INDUCIBLE KINASE 1B (PUTATIVE)	Pharos	KINASE
SIK1B	SALT INDUCIBLE KINASE 1B (PUTATIVE)	GO	SERINE THREONINE KINASE
CHST10	CARBOHYDRATE SULFOTRANSFERASE 10	HingoraniCasas	DRUGGABLE GENOME
OXNAD1	OXIDOREDUCTASE NAD BINDING DOMAIN CONTAINING 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ATP6V1E2	ATPASE H+ TRANSPORTING V1 SUBUNIT E2	GuideToPharmacology	TRANSPORTER
PIK3R5	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5	dGene	PHOSPHATIDYLINOSITOL 3 KINASE
PIK3R5	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5	dGene,Pharos	KINASE
PIK3R5	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5	GuideToPharmacology,Pharos	ENZYME
EGFL7	EGF LIKE DOMAIN MULTIPLE 7	HingoraniCasas	DRUGGABLE GENOME
EGFL7	EGF LIKE DOMAIN MULTIPLE 7	MskImpact	CLINICALLY ACTIONABLE
EGFL7	EGF LIKE DOMAIN MULTIPLE 7	GO	CELL SURFACE
CCNF	CYCLIN F	GO	TUMOR SUPPRESSOR
CCNF	CYCLIN F	Pharos	KINASE
KLHL6	KELCH LIKE FAMILY MEMBER 6	HingoraniCasas	DRUGGABLE GENOME
KLHL6	KELCH LIKE FAMILY MEMBER 6	CarisMolecularIntelligence,FoundationOneGenes,Tempus	CLINICALLY ACTIONABLE
PCCA	PROPIONYL-COA CARBOXYLASE ALPHA SUBUNIT	Pharos,GuideToPharmacology,HumanProteinAtlas	ENZYME
SHC1	SHC ADAPTOR PROTEIN 1	Pharos	KINASE
P3H2	PROLYL 3-HYDROXYLASE 2	HumanProteinAtlas,Pharos	ENZYME
PAPPA	PAPPALYSIN 1	RussLampel,HingoraniCasas	DRUGGABLE GENOME
PAPPA	PAPPALYSIN 1	GO	NEUTRAL ZINC METALLOPEPTIDASE
PAPPA	PAPPALYSIN 1	dGene	PROTEASE
PML	PROMYELOCYTIC LEUKEMIA	CarisMolecularIntelligence,FoundationOneGenes,CIViC,Tempus	CLINICALLY ACTIONABLE
PML	PROMYELOCYTIC LEUKEMIA	Pharos	TRANSCRIPTION FACTOR
PML	PROMYELOCYTIC LEUKEMIA	CIViC	DRUG RESISTANCE
AKR1D1	ALDO-KETO REDUCTASE FAMILY 1 MEMBER D1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
AKR1D1	ALDO-KETO REDUCTASE FAMILY 1 MEMBER D1	Pharos	ENZYME
GFOD2	GLUCOSE-FRUCTOSE OXIDOREDUCTASE DOMAIN CONTAINING 2	HingoraniCasas	DRUGGABLE GENOME
OR2T1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 1	HopkinsGroom,GO,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
OR2T1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
SLC35G2	SOLUTE CARRIER FAMILY 35 MEMBER G2	GuideToPharmacology	TRANSPORTER
GSTO1	GLUTATHIONE S-TRANSFERASE OMEGA 1	GuideToPharmacology	ENZYME
GSTO1	GLUTATHIONE S-TRANSFERASE OMEGA 1	HingoraniCasas	DRUGGABLE GENOME
NMU	NEUROMEDIN U	HingoraniCasas	DRUGGABLE GENOME
CAMK4	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV	HopkinsGroom,Pharos,dGene	KINASE
CAMK4	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CAMK4	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV	Pharos,GuideToPharmacology	ENZYME
CAMK4	CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV	dGene	SERINE THREONINE KINASE
OXTR	OXYTOCIN RECEPTOR	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
OXTR	OXYTOCIN RECEPTOR	dGene,GuideToPharmacology,HopkinsGroom,GO	G PROTEIN COUPLED RECEPTOR
GTF3C3	GENERAL TRANSCRIPTION FACTOR IIIC SUBUNIT 3	Pharos	TRANSCRIPTION FACTOR
ZBTB16	ZINC FINGER AND BTB DOMAIN CONTAINING 16	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
ZBTB16	ZINC FINGER AND BTB DOMAIN CONTAINING 16	Pharos	TRANSCRIPTION FACTOR
GOPC	GOLGI ASSOCIATED PDZ AND COILED-COIL MOTIF CONTAINING	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
OR5K3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 3	dGene,GO,Pharos,HopkinsGroom	G PROTEIN COUPLED RECEPTOR
OR5K3	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 3	HopkinsGroom	DRUGGABLE GENOME
TRPA1	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
TRPA1	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1	HopkinsGroom,BaderLabGenes,Pharos,GuideToPharmacology	ION CHANNEL
OR2W1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY W MEMBER 1	dGene,HopkinsGroom,Pharos,GO	G PROTEIN COUPLED RECEPTOR
OR2W1	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY W MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ADCY8	ADENYLATE CYCLASE 8	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ADCY8	ADENYLATE CYCLASE 8	Pharos	TRANSCRIPTION FACTOR
ADCY8	ADENYLATE CYCLASE 8	Pharos,GuideToPharmacology	ENZYME
POU3F1	POU CLASS 3 HOMEOBOX 1	Pharos	TRANSCRIPTION FACTOR
POU3F1	POU CLASS 3 HOMEOBOX 1	GO	TRANSCRIPTION FACTOR COMPLEX
SORL1	SORTILIN RELATED RECEPTOR 1	GO	CELL SURFACE
CLDND1	CLAUDIN DOMAIN CONTAINING 1	GO	CELL SURFACE
SESN3	SESTRIN 3	Pharos	KINASE
SESN3	SESTRIN 3	Pharos	TRANSCRIPTION FACTOR
REG3A	REGENERATING FAMILY MEMBER 3 ALPHA	HingoraniCasas	DRUGGABLE GENOME
RLN1	RELAXIN 1	GO	HORMONE ACTIVITY
RLN1	RELAXIN 1	HingoraniCasas	DRUGGABLE GENOME
PIK3R4	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4	RussLampel,HingoraniCasas	DRUGGABLE GENOME
PIK3R4	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4	GO	SERINE THREONINE KINASE
PIK3R4	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4	dGene,Pharos	KINASE
PIK3R4	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4	dGene	PHOSPHATIDYLINOSITOL 3 KINASE
PIK3R4	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4	GuideToPharmacology	ENZYME
SAT1	SPERMIDINE/SPERMINE N1-ACETYLTRANSFERASE 1	HumanProteinAtlas,Pharos	ENZYME
ACOT7	ACYL-COA THIOESTERASE 7	Pharos	ENZYME
ACOT7	ACYL-COA THIOESTERASE 7	Pharos	TRANSCRIPTION FACTOR
LARP7	LA RIBONUCLEOPROTEIN DOMAIN FAMILY MEMBER 7	Pharos	KINASE
TMEM63B	TRANSMEMBRANE PROTEIN 63B	IDG,Pharos	ION CHANNEL
RCHY1	RING FINGER AND CHY ZINC FINGER DOMAIN CONTAINING 1	Pharos	TRANSCRIPTION FACTOR
RCHY1	RING FINGER AND CHY ZINC FINGER DOMAIN CONTAINING 1	Pharos	KINASE
TCF15	TRANSCRIPTION FACTOR 15	Pharos	TRANSCRIPTION FACTOR
PLA2G10	PHOSPHOLIPASE A2 GROUP X	HopkinsGroom,GO	PHOSPHOLIPASE
PLA2G10	PHOSPHOLIPASE A2 GROUP X	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
PLA2G10	PHOSPHOLIPASE A2 GROUP X	Pharos,GuideToPharmacology	ENZYME
CNTF	CILIARY NEUROTROPHIC FACTOR	GO	GROWTH FACTOR
CNTF	CILIARY NEUROTROPHIC FACTOR	HingoraniCasas	DRUGGABLE GENOME
CTRC	CHYMOTRYPSIN C	Tempus	CLINICALLY ACTIONABLE
CTRC	CHYMOTRYPSIN C	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CTRC	CHYMOTRYPSIN C	HopkinsGroom,dGene,GO	PROTEASE
CTRC	CHYMOTRYPSIN C	GuideToPharmacology,HumanProteinAtlas	ENZYME
NOTCH1	NOTCH 1	FoundationOneGenes,CarisMolecularIntelligence,Tempus,Oncomine,MskImpact	CLINICALLY ACTIONABLE
NOTCH1	NOTCH 1	HingoraniCasas	DRUGGABLE GENOME
NOTCH1	NOTCH 1	HumanProteinAtlas	TRANSPORTER
NOTCH1	NOTCH 1	GO	CELL SURFACE
FCGR1A	FC FRAGMENT OF IGG RECEPTOR IA	HingoraniCasas	DRUGGABLE GENOME
ABCG8	ATP BINDING CASSETTE SUBFAMILY G MEMBER 8	RussLampel	DRUGGABLE GENOME
ABCG8	ATP BINDING CASSETTE SUBFAMILY G MEMBER 8	Pharos,GuideToPharmacology,HumanProteinAtlas	TRANSPORTER
ABCG8	ATP BINDING CASSETTE SUBFAMILY G MEMBER 8	GO	ABC TRANSPORTER
SALL3	SPALT LIKE TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR
CLK1	CDC LIKE KINASE 1	dGene,GO	SERINE THREONINE KINASE
CLK1	CDC LIKE KINASE 1	dGene,HopkinsGroom,Pharos	KINASE
CLK1	CDC LIKE KINASE 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CLK1	CDC LIKE KINASE 1	GuideToPharmacology	ENZYME
CLK1	CDC LIKE KINASE 1	GO	TYROSINE KINASE
FGF17	FIBROBLAST GROWTH FACTOR 17	HingoraniCasas	DRUGGABLE GENOME
FGF17	FIBROBLAST GROWTH FACTOR 17	GO	GROWTH FACTOR
PLBD2	PHOSPHOLIPASE B DOMAIN CONTAINING 2	GO	PHOSPHOLIPASE
